Text,Label
"To facilitate the testing of models for the evolution of languages, the present note offers a set of linguistic features that are approximately independent of each other. To find these features, the adjusted Rand index R' is used to estimate the degree of pairwise relationship among 130 linguistic features in a large published database. Many of the R' values prove to be near 0, as predicted for independent features, and a subset of 47 features is found with an average R' of -0.0001. These 47 features are recommended for use in statistical tests that require independent units of analysis.",Human
"We demonstrate the effectiveness of a guided-wave Bose-Einstein condensate interferometer for practical measurements. Taking advantage of the large arm separations obtainable in our interferometer, the energy levels of the 87Rb atoms in one arm of the interferometer are shifted by a calibrated laser beam. The resulting phase shifts are used to determine the ac polarizability at a range of frequencies near and at the atomic resonance. The measured values are in good agreement with theoretical expectations. However, we observe a broadening of the transition near the resonance, an indication of collective light scattering effects. This nonlinearity may prove useful for the production and control of squeezed quantum states.",Human
"We analyze the existence, stability, and mobility of gap solitons in a periodic photonic structure with nonlocal nonlinearity. Within the Bragg region of band gaps, gap solitons exhibit better stability and higher mobility due to the combinations of non-locality effect and the oscillation nature of Bloch waves. Using linear stability analysis and calculating the Peierls-Nabarro potentials, we demonstrate that gap solitons can revive a non-trivial elastic-like collision even in the periodic systems with the help of nonlocal nonlinearity. Such interesting behaviors of gap solitons in nonlocal nonlinear photonic crystals are believed to be useful in optical switching devices.",Human
"In the present work, a geometrical method to generate a two dimensional random walk by means of a bidimensional Cellular Automaton is presented. We illustrate it by means of Conway's Game of Life with periodical borders, with a large lattice of 3000 x 3000 cells. The obtained random walk is of character anomalous, and its projection to a one dimensional random walk is analyzed, showing that it presents some statistical properties similar to the so-called stylized facts observed in financial time series. We consider that the procedure presented here is important not only because of its simplicity, but also because it could help us to understand and shed light on the stylized facts formation mechanism.",Human
"Neurosurgery interventions involve complex tracking systems because a tissue deformation takesplace. The neuronavigation system relies only on preoperative images. In order to overcome the soft tissue deformations and guarantee the accuracy of the navigation a biomechanical model can be used during surgery to simulate the deformation of the brain. Therefore, a mesh generation for an optimal real-time Finite Element Model (FEM) becomes crucial. In this work we present different alternatives from a meshgeneration point of view that were evaluated to optimize the process in terms of elements quantity and quality as well as constraints of a intraoperative application and patient specific data.",Human
"Because of its inherent 2-D character, the eigenvalue equation for the hindered rotation around a normal cation site of an off-center impurity nearest-neighboring an F center is the well-known Mathieu equation. We present an overview of literature data on Mathieu's periodic functions providing exact solutions to the Li+ reorientational problem. We compare them with bottom-well approximating solutions by harmonic-oscillator functions at an effective vibrational frequency renormalized by both first- and third- order electron-mode coupling. We finally discuss the in-plane inversion polarizability of an off-center impurity assumed to form a dipole-dipole coupling with a nearby F center.",Human
"The scattering length is commonly used to characterize the strength of ultracold atomic interactions, since it is the leading parameter in the low-energy expansion of the scattering phase shift. Its value can be modified via a magnetic field, by using a Feshbach resonance. However, the effective range term, which is the second parameter in the phase shift expansion, determines the width of the resonance and gives rise to important properties of ultracold gases. Independent control over this parameter is not possible by using a magnetic field only. We demonstrate that a combination of magnetic and electric fields can be used to get independent control over both parameters, which leads to full control over elastic ultracold interactions.",Human
"We describe the fractal solid by a special continuous medium model. We propose to describe the fractal solid by a fractional continuous model, where all characteristics and fields are defined everywhere in the volume but they follow some generalized equations which are derived by using integrals of fractional order. The order of fractional integral can be equal to the fractal mass dimension of the solid. Fractional integrals are considered as an approximation of integrals on fractals. We suggest the approach to compute the moments of inertia for fractal solids. The dynamics of fractal solids are described by the usual Euler's equations. The possible experimental test of the continuous medium model for fractal solids is considered.",Human
"We study a new ensemble of random correlation matrices related to multivariate Student (or more generally elliptic) random variables. We establish the exact density of states of empirical correlation matrices that generalizes the Marcenko-Pastur result. The comparison between the theoretical density of states in the Student case and empirical financial data is surprisingly good, even if we are still able to detect systematic deviations. Finally, we compute explicitely the Kullback-Leibler entropies of empirical Student matrices, which are found to be independent of the true correlation matrix, as in the Gaussian case. We provide numerically exact values for these Kullback-Leibler entropies.",Human
"We investigate distribution of magnetic fields around dense solid plasmas generated by intense p-polarized laser (~10^{16} W.cm^{-2}, 100 fs) irradiation of magnetic tapes, using high sensitivity magneto optical microscopy. We present evidence for giant axial magnetic fields and map out for the first time the spatial distribution of these fields. By using the axial magnetic field distribution as a diagnostic tool we uncover evidence for angular momentum associated with the plasma. We believe this study holds significance for investigating the process under which a magnetic material magnetizes or demagnetizes under the influence of ultrashort intense laser pulses.",Human
"Topology of urban environments can be represented by means of graphs. We explore the graph representations of several compact urban patterns by random walks. The expected time of recurrence and the expected first passage time to a node scales apparently linearly in all urban patterns we have studied In space syntax theory, a positive relation between the local property of a node (qualified by connectivity or by the recurrence time) and the global property of the node (estimated in our approach by the first passage time to it) is known as intelligibility. Our approach based on random walks allows to extend the notion of intelligibility onto the entire domain of complex networks and graph theory.",Human
"We investigate the traffic flows of the Korean highway system, which contains both public and private transportation information. We find that the traffic flow T(ij) between city i and j forms a gravity model, the metaphor of physical gravity as described in Newton's law of gravity, P(i)P(j)/r(ij)^2, where P(i) represents the population of city i and r(ij) the distance between cities i and j. It is also shown that the highway network has a heavy tail even though the road network is a rather uniform and homogeneous one. Compared to the highway network, air and public ground transportation establish inhomogeneous systems and have power-law behaviors.",Human
"Comment on Similarity analysis in magnetohydrodynamics:effects of Hall and ion-slip currents on free convection flow and mass transfer of a gas past a semi-infinite vertical plate, A.A. Megahed, S.R. Komy, A.A. Afify [Acta Mechanica 151, 185-194 (2001)]   In the above paper is investigated the boundary layer flow of an electrically conducting fluid over a vertical, stationary plate placed in a calm fluid. The effects of Hall and ion-slip currents are taken into account. The boundary layer equations are transformed into ordinary ones using a scaling group of transformations and subsequently are solved numerically. However, there are two fundamental errors in the above paper which are presented below.",Human
"It is argued that the present log-normal distribution of language sizes is, to a large extent, a consequence of demographic dynamics within the population of speakers of each language. A two-parameter stochastic multiplicative process is proposed as a model for the population dynamics of individual languages, and applied over a period spanning the last ten centuries. The model disregards language birth and death. A straightforward fitting of the two parameters, which statistically characterize the population growth rate, predicts a distribution of language sizes in excellent agreement with empirical data. Numerical simulations, and the study of the size distribution within language families, validate the assumptions at the basis of the model.",Human
"This work presents accurate {\it ab initio} determination of the magnetic dipole (M1) and electric quadrupole (E2) hyperfine structure constants for the ground and a few low-lying excited states in $^{67}$Zn$^{+}$, which is one of the interesting systems in fundamental physics. The coupled-cluster (CC) theory within the relativistic framework has been used here in this calculations. Long standing demands for a relativistic and highly correlated calculations like CC can be able to resolve the disagreements among the lifetime estimations reported previously for a few low-lying states of Zn$^{+}$. The role of different electron correlation effects in the determination of these quantities are discussed and their contributions are presented.",Human
"A chain of singly-charged particles, confined by a harmonic potential, exhibits a sudden transition to a zigzag configuration when the radial potential reaches a critical value, depending on the particle number. This structural change is a phase transition of second order, whose order parameter is the crystal displacement from the chain axis. We study analytically the transition using Landau theory and find full agreement with numerical predictions by [J. Schiffer Phys. Rev. Lett. 70, 818 (1993)] and [Piacente et al Phys. Rev. B 69, 045324 (2004)]. Our theory allows us to determine analytically the system's behaviour at the transition point.",Human
"The problem of estimation error in portfolio optimization is discussed, in the limit where the portfolio size N and the sample size T go to infinity such that their ratio is fixed. The estimation error strongly depends on the ratio N/T and diverges for a critical value of this parameter. This divergence is the manifestation of an algorithmic phase transition, it is accompanied by a number of critical phenomena, and displays universality. As the structure of a large number of multidimensional regression and modelling problems is very similar to portfolio optimization, the scope of the above observations extends far beyond finance, and covers a large number of problems in operations research, machine learning, bioinformatics, medical science, economics, and technology.",Human
"It is shown that the geometry of multi-electron threshold ionization in atoms depends on the initial configuration of bound electrons. The reason for this behavior is found in the stability properties of the classical fixed point of the equations of motion for multiple threshold fragmentation. Specifically for three-electron break-up, apart from the symmetric triangular configuration also a break-up of lower symmetry in the form of a T-shape can occur, as we demonstrate by calculating triple photoionization for the lithium ground and first excited states. We predict the electron break-up geometry for threshold fragmentation experiments.",Human
"Employing data on the assessed value of land in 1974--2007 Japan, we exhibit a quasistatically varying log-normal distribution in the middle scale region. In the derivation, a Non-Gibrat's law under the detailed quasi-balance is adopted together with two approximations. The resultant distribution is power-law with the varying exponent in the large scale region and the quasistatic log-normal distribution with the varying standard deviation in the middle scale region. In the distribution, not only the change of the exponent but also the change of the standard deviation depends on the parameter of the detailed quasi-balance. These results are consistently confirmed by the empirical data.",Human
"Coincidence experiments on EPR pairs show strong violations of Bell's Inequalities at certain filter settings which is widely believed to mean that local hidden variable models cannot explain these results. In this paper it is shown that the 'non-separable' singlet density matrix can be represented as a sum of separable density matrices which are products of individual non-hermitian spin operator states. This decomposition is consistent with the intuitive notion that after separation from the singlet the two physical systems should be described by a product state. In spite of the non-hermiticity, the values of the relevant spin observables are real. A new local hidden variable model inspired by this decomposition is discussed.",Human
"In this paper, I outline some problems in the students' understanding of the explanation of recoil motion when introduced to them in the context of Newton's third law. I propose to explain the origin of recoil from a microscopic point of view, which emphasizes the exact mechanism leading to recoil. This mechanism differs from one system to another. Several examples that can be easily implemented in the classroom environment are given in this paper. Such a profound understanding of the origin of recoil help students avoid some of the misconceptions that might arise from the phenomenological approach, and stimulates their thinking in the fundamental origins of other physical phenomena.",Human
"The interaction between planetary waves and an arbitrary zonal flow is studied from a phase-space viewpoint. Using the Wigner distribution, a planetary wave Vlasov equation is derived that includes the contribution of the mean flow to the zonal potential vorticity gradient. This equation is applied to the problem of planetary wave modulational instability, where it is used to predict a fastest growing mode of finite wavenumber. A wave-mean flow numerical model is used to test the analytical predictions, and an intuitive explanation of modulational instability and jet asymmetry is given via the motion of planetary wavepackets in phase space.",Human
"A unified description of the free-space cylindrical vector beams is presented, which is an integral transformation solution to the vector Helmholtz equation and the transversality condition. The amplitude 2-form of the angular spectrum involved in this solution can be arbitrarily chosen. When one of the two elements is zero, we arrive at either transverse-electric or transverse-magnetic beam mode. In the paraxial condition, this solution not only includes the known $J_1$ Bessel-Gaussian vector beam and the axisymmetric Laguerre-Gaussian vector beam that were obtained by solving the paraxial wave equations, but also predicts two new kinds of vector beam, called the modified-Bessel-Gaussian vector beam.",Human
"An analytical description of the response properties of simple but realistic neuron models in the presence of noise is still lacking. We determine completely up to the second order the firing statistics of a single and a pair of leaky integrate-and-fire neurons (LIFs) receiving some common slowly filtered white noise. In particular, the auto- and cross-correlation functions of the output spike trains of pairs of cells are obtained from an improvement of the adiabatic approximation introduced in \cite{Mor+04}. These two functions define the firing variability and firing synchronization between neurons, and are of much importance for understanding neuron communication.",Human
"Recombination of H3+ with electrons was studied in a low temperature plasma in helium. The plasma recombination rate is driven by two body, H3+ + e, and three-body, H3+ + e + He, processes with the rate coefficients 7.5x10^{-8}cm3/s and 2.8x10^{-25}cm6/s correspondingly at 260K. The two-body rate coefficient is in excellent agreement with results from storage ring experiments and theoretical calculations. We suggest that the three-body recombination involves formation of highly excited Rydberg neutral H3 followed by an l- or m- changing collision with He. Plasma electron spectroscopy indicates the presence of H3.",Human
"Spike correlations between neurons are ubiquitous in the cortex, but their role is at present not understood. Here we describe the firing response of a leaky integrate-and-fire neuron (LIF) when it receives a temporarily correlated input generated by presynaptic correlated neuronal populations. Input correlations are characterized in terms of the firing rates, Fano factors, correlation coefficients and correlation timescale of the neurons driving the target neuron. We show that the sum of the presynaptic spike trains cannot be well described by a Poisson process. Solutions of the output firing rate are found in the limit of short and long correlation time scales.",Human
A study of the electron identification and selection efficiency of the L1 Trigger algorithm has been performed using the combined ECAL/HCAL test beam data. A detailed discussion of the electron isolation and its impact on the selection efficiency is presented. The L1 electron algorithm is studied for different beam energies and the results indicate that efficiencies of 98% or more can be achieved for electrons with energies between 15 and 100 GeV. The fraction of charged hadrons with energies from 3 up to 100 GeV rejected by the L1 electron trigger algorithm is estimated to be larger than 93%.,Human
"There is significant interest in RHIC heavy ion collisions at $\sqrt{s_{NN}}=$5--50 GeV, motivated by a search for the QCD phase transition critical point. The lowest energies for this search are well below the nominal RHIC gold injection collision energy of $\sqrt{s_{NN}}=19.6$ GeV. There are several operations challenges at RHIC in this regime, including longitudinal acceptance, magnet field quality, lattice control, and luminosity monitoring. We report on the status of work to address these challenges, including results from beam tests of low energy RHIC operations with protons and gold, and potential improvements from different beam cooling scenarios.",Human
"In a previous work arXiv:physics/0611108v2, it was shown that the volume spanned by a molecular system in its conformational space can be effectively bounded by a polyhedral cone, this cone is described by means of a simple combinatorial formula. On the other hand it was constructed a transversal graph structure encoding the region of conformational space accessible to the system.   From the information in this graph, it is possible to decompose the main cone into a hierarchy of smaller ones that are more manageable, and are progressively more tightly bound to the region in which the system evolves.",Human
"New technologies based on the exploitation of so-called ""second order"" quantum phenomena - such as quantum entanglement - deserve a public-friendly, rational, and sexy name. Spookytechnology is that unifying term. From historical and motivational perspectives, this name has greater value than the many variations of quantum this and quantum that presently used. As many already believe, the pursuit of spookytechnology has profound implications for the development of the physical and information sciences and ultimately for society at large. Spookytechnology will find its place in the increasingly dense line of major technological revolutions of our time: quantum, info, bio, nano, spooky.",Human
"Competitive exclusion, a key principle of ecology, can be generalized to understand many other complex systems. Individuals under surviving pressure tend to be different from others, and correlations among them change correspondingly to the updating of their states. We show with numerical simulation that these aptitudes can contribute to group formation or speciation in social fields. Moreover, they can lead to power-law topological correlations of complex networks. By coupling updating states of nodes with variation of connections in a network, structural properties with power-laws and functions like multifractality, spontaneous ranking and evolutionary branching of node states can emerge out simultaneously from the present self-organized model of coevolutionary process.",Human
"The optical properties of the inflorescence of the high-altitude ''Leontopodium nivale'' subsp. ''alpinum'' (edelweiss) is investigated, in relation with its submicrometer structure, as determined by scanning electron microscopy. The filaments forming the hair layer have been found to exhibit an internal structure which may be one of the few examples of a photonic structure found in a plant. Measurements of light transmission through a self-supported layer of hair pads taken from the bracts supports the idea that the wooly layer covering the plant absorbs near-ultraviolet radiation before it reaches the cellular tissue. Calculations based on a photonic-crystal model provides insight on the way radiation can be absorbed by the filamentary threads.",Human
"We first give a short review of the ``local-current approximation'' (LCA), derived from a general variation principle, which serves as a semiclassical description of strongly collective excitations in finite fermion systems starting from their quantum-mechanical mean-field ground state. We illustrate it for the example of coupled translational and compressional dipole excitations in metal clusters. We then discuss collective electronic dipole excitations in C$_{60}$ molecules (Buckminster fullerenes). We show that the coupling of the pure translational mode (``surface plasmon'') with compressional volume modes in the semiclasscial LCA yields semi-quantitative agreement with microscopic time-dependent density functional (TDLDA) calculations, while both theories yield qualitative agreement with the recent experimental observation of a ``volume plasmon''.",Human
"In the cutting process, machine-tools vibrations are generally a real problem when the amplitude crosses the limits of dimensional or surface quality workpiece precision required. It is necessary to develop models taking into account the three-dimensional vibratory approach to control the vibrations phenomena. An experimental study has been realized to understand the behavior of the cutting system and to identify its vibrations properties. The displacement's localization of the tool in a spatial plan, showed by the experimental results, allows us to simplify the three-dimensional dynamical model. In this study, the experimental approach is completely presented and the first points of the three dimensional vibratory model are proposed according to the experimental results.",Human
"We study the energy distribution of ultrarelativistic electrons produced when a beam of 33 TeV Pb$^{81+}$(1s) ions penetrates a thin Al foil. We show that, because of a prominent role of the excitations of the ions inside the foil which becomes possible due to the relativistic time dilatation, the width of this distribution can be much narrower compared to the case when the ions interact with rarefied gaseous targets. We also show that a very similar shape of the energy distribution may arise when 33 TeV Pb$^{82+}$ ions penetrate a thin Au foil. These results shed some light on the origin of the very narrow electron energy distributions observed experimentally about a decade ago.",Human
"We describe a model of electron transfer reactions affected by local binding to the donor or acceptor sites of a particle in equilibrium with the solution. The statistics of fluctuations of the donor-acceptor energy gap caused by binding/unbinding events are non-Gaussian, and the resulting free energy surfaces of electron transfer are non-parabolic. The band-width of the charge-transfer optical transition is predicted to pass through a maximum as a function of the concentration of binding particles in the solution. The model is used to rationalize recent observations of pH-dependence of electron transfer rates involving changes in the protonation state of the donor-acceptor complex.",Human
The comparison of numerical data with published plots is a frequently occurring task. In this article I present a short computer program written in Java(TM) helping in those cases where someone wants to get the numbers out of a plot but is not able to read the plot with a decent accuracy and cannot contact the author of the plot directly for whatever reason. The accuracy reached by this method depends on many factors. For the examples illustrated in this paper a precision at the level of a few per mille could be reached. The tool might help in improving the quality of future publications.,Human
"Novel aspects of human dynamics and social interactions are investigated by means of mobile phone data. Using extensive phone records resolved in both time and space, we study the mean collective behavior at large scales and focus on the occurrence of anomalous events. We discuss how these spatiotemporal anomalies can be described using standard percolation theory tools. We also investigate patterns of calling activity at the individual level and show that the interevent time of consecutive calls is heavy-tailed. This finding, which has implications for dynamics of spreading phenomena in social networks, agrees with results previously reported on other human activities.",Human
"An algorithm, based on numerical description of the terms of many-body perturbation theory (Goldstone diagrams), is presented. The algorithm allows the use of the same piece of computer code to evaluate any particular diagram in any specific order of the perturbation theory or to calculate similar terms in other areas of the many-body theory, like e.g. terms in the coupled-cluster equations. The use of the algorithm is illustrated by calculating the second and third order correlation corrections to the removal energies of electrons from the ground state of sodium, copper and gallium and by calculating the hyperfine structure constants of sodium in the linearized single-double coupled cluster approximation.",Human
"Classical MD data on the charge-charge dynamic structure factor of two-component plasmas (TCP) modeled in Phys. Rev. A 23, 2041 (1981) are analyzed using the sum rules and other exact relations. The convergent power moments of the imaginary part of the model system dielectric function are expressed in terms of its partial static structure factors, which are computed by the method of hypernetted chains using the Deutsch effective potential. High-frequency asymptotic behavior of the dielectric function is specified to include the effects of inverse bremsstrahlung. The agreement with the MD data is improved, and important statistical characteristics of the model TCP, such as the probability to find both electron and ion at one point, are determined.",Human
"Nonadiabatic corrections in molecules composed of a few atoms are considered. It is demonstrated that a systematic perturbative expansion around the adiabatic solution is possible, with the expansion parameter being the electron-nucleus mass ratio to the power 3/4. Closed form formulae for the leading corrections to the wave function and to the energy are derived. Their applicability is demonstrated by a comparison of numerical results for the hydrogen molecule with the former nonadiabatic calculations and the experimental values. Good agreement with the recent experiment is achieved for the ground state dissociation energy of both H$_2$ and D$_2$.",Human
"We consider the transformation for the point rotation frames with the angle, spatial coordinate along the axis of rotation and time as variables. The problem arises when light, propagating through 3-fold electrooptical crystal, is modulated by the circularly polarized electromagnetic wave traveling along the optical axis of the crystal. With help of the transformation we show that such a wave cannot produce an extra optical frequency shift discussed earlier. In contrast to that the modulation by the rotating spatially invariable electric field produces the shift. The formal change to this case may be carried out by reducing the velocity of the traveling wave to zero. Some properties of the three-dimensional transformation are discussed.",Human
"We report a new class of self-similar solutions for plasma expanding into vacuum that allows for quasi-monoenergetic ion spectra. A simple analytical model takes into account externally controlled time-dependent temperature of the hot electrons. When the laser temporal profile is tailored properly, the quasi-neutral self-similar expansion of the plasma results in ion concentration in the phase-space at a particular velocity thus producing a quasi-monoenergetic spectrum. We prove this analytical prediction using a 1D partice-in-cell (PIC) simulation where the time-dependent plasma temperature is controlled by two laser pulses shot at a foil at a suitable time delay.",Human
"The interaction between a laminar boundary layer and an open cavity is investigated experimentally for Reynolds numbers between 860 and 32300. Flow visualizations are carried out for different observation directions in order to understand the spatial development of dynamical structures. The study is conducted by changing the cavity length and height and the external flow velocity, and therefore the flow patterns inside the cavity. The issue is to emphasize the three-dimensional development of the flow. In particular, we show that the cavity dynamical structures are not due to secondary shear layer instabilities. G\""ortler-type vortices are developing inside the cavity for some parameters and their properties are discussed. The existence diagram of these instabilities is also provided.",Human
"The 6.1, 6.9 and 7.1 MeV photon yields in the reaction with protons in the 1.32 to 1.42 MeV energy range were determined from the comparison between experimental and simulated spectrum. The gamma-ray spectra were measured with a HPGe detector which was 72.5 mm in diameter and 60.5 mm in length. The reaction kinematics and the detector response function were simulated by different programs using the Monte Carlo method. The relative photon yields were obtained from the least-squares fit of the experimental gamma-ray spectra to the convolution of the detector response function with the photon energy distribution arising from the reaction kinematics.",Human
"A simple study of the relationship between the QBO and the number of hurricanes in the Atlantic, both in the Basin and hitting the U.S. coastline, demonstrates that the QBO is not a particularly useful index to help predict hurricane numbers on five-year time scales. It is shown that there is very little difference between the number of hurricanes following easterly winds in the equatorial stratosphere and the number that follow westerly winds. Given this it is reasonable one would make better predictions just using the mean number of hurricanes in lieu of using the QBO and this is also simply demonstrated here.",Human
"Statistical physics has proven to be a very fruitful framework to describe phenomena outside the realm of traditional physics. The last years have witnessed the attempt by physicists to study collective phenomena emerging from the interactions of individuals as elementary units in social structures. Here we review the state of the art by focusing on a wide list of topics ranging from opinion, cultural and language dynamics to crowd behavior, hierarchy formation, human dynamics, social spreading. We highlight the connections between these problems and other, more traditional, topics of statistical physics. We also emphasize the comparison of model results with empirical data from social systems.",Human
"The fundamental diagram for tunnel traffic is constructed based on the empirical data collected during the last two years in the deep long branch of the Lefortovo tunnel located on the 3$^\text{rd}$ circular highway of Moscow. This tunnel of length 3 km is equipped with a dense system of stationary radiodetetors distributed uniformly along it chequerwise at spacing of 60 m. The data were averaged over 30 s. Each detector measures three characteristics of the vehicle ensemble; the flow rate, the car velocity, and the occupancy for three lanes individually. The conducted analysis reveals an original complex structure of the fundamental diagram.",Human
"We present total cross sections for single and double ionization of helium by antiproton impact over a wide range of impact energies from 10 keV/amu to 1 MeV/amu. A non-perturbative time-dependent close-coupling method (TDCC) is applied to fully treat the correlated dynamics of the ionized electrons. Excellent agreement is obtained between our calculations and experimental measurements of total single and double ionization cross sections at high impact energies, whereas for lower impact energies, some discrepancies with experiment are found. At an impact energy of 1 MeV we also find that the double-to-single ionization ratio is twice as large for antiproton impact as for proton impact, confirming a long-standing unexpected experimental measurement.",Human
"We use extreme-ultraviolet interferometry to measure the phase of high-order harmonic generation from transiently aligned CO2 molecules. We unambiguously observe a reversal in phase of the high order harmonic emission for higher harmonic orders with a sufficient degree of alignment. This results from molecular-scale quantum interferences between the molecular electronic wave function and the recolliding electron as it recombines with the molecule, and is consistent with a two-center model. Furthermore, using the combined harmonic intensity and phase information, we extract accurate information on the dispersion relation of the returning electron wavepacket as a function of harmonic order. This analysis shows evidence of the effect of the molecular potential on the recolliding electron wave.",Human
"In the present work we study numerical solution of the radial Dirac equation in a specific case - ab-initio pseudopotential generating process - which is needed within the electronic structure calculations using a Density Functional Theory (DFT) combined with a pseudopotential method. We give a brief introduction to DFT, derive the radial Dirac and Schrodinger equations, show how to solve them both for a given energy and as an eigenvalue problem using a known asymptotic behavior of the solution. Next we compare the nonrelativistic and relativistic eigenvalues for one electron atom. Finally we state a few words about the computer implementation.",Human
"Using a new general approach to limits in optical structures that counts orthogonal waves generated by scattering, we derive an upper limit to the number of bits of delay possible in one-dimensional slow light structures that are based on linear optical response to the signal field. The limit is essentially the product of the length of the structure in wavelengths and the largest relative change in dielectric constant anywhere in the structure at any frequency of interest. It holds for refractive index, absorption or gain variations with arbitrary spectral or spatial form. It is otherwise completely independent of the details of the structure's design, and does not rely on concepts of group velocity or group delay.",Human
"This last Part IV is aimed at deriving relaxation rates (times) of an off-center Li+ impurity. We follow Christov's reaction rate method to define general rate equations in terms of the exact Mathieu eigenvalues, as well as of harmonic-oscillator eigenvalues approximating for the energy spectrum near the bottom of the reorientational wells. To calculate the rate in each particular case, we derive configurational tunneling probabilities by either Mathieu eigenfunctions or by harmonic oscillator eigenfunctions. The electron-transfer probability is calculated by generalizing Landau-Zener's method. Typical examples are considered and compared with experimental relaxation times in KCl:Li+.",Human
"We study traffic clearance distributions (i.e., the instantaneous gap between successive vehicles) and time headway distributions by applying Beck and Cohen's superstatistics. We model the transition from free phase to congested phase with the increase of vehicle density as a transition from the Poisson statistics to that of the random matrix theory. We derive an analytic expression for the spacing distributions that interpolates from the Poisson distribution and Wigner's surmise and apply it to the distributions of the nett distance and time gaps among the succeeding cars at different densities of traffic flow. The obtained distribution fits the experimental results for single-vehicle data of the Dutch freeway A9 and the German freeway A5.",Human
"Tin coupons were shock damaged/melted under identical conditions with a diverging high explosive shock wave. Proton Radiography images and velocimetry data from experiments with seven different tin coupons of varying thickness are analyzed. Comparing experiments with identical samples allowed us to distinguish between repeatable and random features. Shapes and velocities of the main fragments are deterministic functions of the coupon thickness; random differences exist only at a small scale. Velocities of the leading layer and of the main fragment differ by the same value independently of coupon thicknesses, which is likely related to the separation energy of metal layers.",Human
"This work analyzes the dynamics of inhomogeneous, magnetically focused high-intensity beams of charged particles. While for homogeneous beams the whole system oscillates with a single frequency, any inhomogeneity leads to propagating transverse density waves which eventually result in a singular density build up, causing wave breaking and jet formation. The theory presented in this paper allows to analytically calculate the time at which the wave breaking takes place. It also gives a good estimate of the time necessary for the beam to relax into the final stationary state consisting of a cold core surrounded by a halo of highly energetic particles.",Human
"We present a criteria for necessary conditions for instanton formation of an energy packet from a prior to our present universe, using the Reissnor-Nordstrom metric which is congruent with Crowell's pseudo time evolution version of Wheeler De Witt equation. This is based upon Wesson's (1999) treatment of instanton formation in five dimensional cosmologies. Criteria for break up of this instanton is proposed due to a causal barrier derived from first principles From the Friedmann equation for scale factor evolution, with a discussion of how this can be linked to Seth Lloyd's treatment of computational bits of 'information' in different periods of inflationary cosmology",Human
"A description for regulatory genetic network based on generalized potential energy is constructed. The potential energy is derived from the steady state solution of linearized Fokker-Plank equation, and the result is shown to be equivalent to the system of coupled oscillators. The correspondence between the quantities from the mechanical picture and the steady-state fluctuations is established. Explicit calculation is given for auto-regulatory networks in which, the force constant associated with the degree of protein is very weak. Negative feedback not only suppresses the fluctuations but also increases the steepness of the potential. The results for the fluctuations agree completely with those obtained from linear noise Fokker-Planck equation.",Human
"We provide a theory of dynamo ($\alpha$ effect) and momentum transport in three-dimensional magnetohydrodynamics. For the first time, we show that the $\alpha$ effect is severely reduced by the shear even in the absence of magnetic field. The $\alpha$ effect is further suppressed by magnetic fields well below equipartition (with the large-scale flow) with different scalings depending on the relative strength of shear and magnetic field. The turbulent viscosity is also found to be significantly reduced by shear and magnetic fields, with positive value. These results suggest a crucial effect of shear and magnetic field on dynamo quenching and momentum transport reduction, with important implications for laboratory and astrophysical plasmas, in particular for the dynamics of the Sun.",Human
"The emission characteristics of intense laser driven protons are controlled using ultra-strong (of the order of 10^9 V/m) electrostatic fields varying on a few ps timescale. The field structures are achieved by exploiting the high potential of the target (reaching multi-MV during the laser interaction). Suitably shaped targets result in a reduction in the proton beam divergence, and hence an increase in proton flux while preserving the high beam quality. The peak focusing power and its temporal variation are shown to depend on the target characteristics, allowing for the collimation of the inherently highly divergent beam and the design of achromatic electrostatic lenses.",Human
"We present a novel method for reconstructing the shape of an object from measured gradient data. A certain class of optical sensors does not measure the shape of an object, but its local slope. These sensors display several advantages, including high information efficiency, sensitivity, and robustness. For many applications, however, it is necessary to acquire the shape, which must be calculated from the slopes by numerical integration. Existing integration techniques show drawbacks that render them unusable in many cases. Our method is based on approximation employing radial basis functions. It can be applied to irregularly sampled, noisy, and incomplete data, and it reconstructs surfaces both locally and globally with high accuracy.",Human
We resolve the existing controversy concerning the selection of the sign of the normal-to-the-interface component of the wave-vector $k_z$ of an electromagnetic wave in an active (gain) medium. Our method exploits the fact that no ambiguity exists in the case of a {\em film} of the active medium since its coefficient of reflectance is invariant under the inversion of the sign of $k_z$. Then we show that the limit of the infinite film thickness determines a unique and physically consistent choice of the wave-vector and the refractive index. Practically important implications of the theory are identified and discussed.,Human
"We present a novel technique to phase-lock two lasers with controllable frequency difference. In our setup, one sideband of a current modulated Vertical-Cavity Surface-Emitting Laser (VCSEL) is phase locked to the master laser by injection seeding, while another sideband of the VCSEL is used to phase lock the slave laser. The slave laser is therefore locked in phase with the master laser, with a frequency difference tunable up to about 35 GHz. The sideband suppression rate of the slave laser is more than 30dB at 30 uW seed power. The heterodyne spectrum between master and slave has a linewidth of less than 1 Hz. A coherent population trapping resonance of rubidium is achieved using such beams.",Human
